x1,p1,x2,p2,x3,p3,t
0.049587450456663545,-0.19363605819113866,0.031643649950006555,-0.1497500787367151,-0.08123110038573811,0.34338613692785713,8407.356041749781
0.14105912485365807,0.13343966152082154,0.019382850346475102,-0.015416971821418662,-0.16044197518377407,-0.1180226896994048,6606.696420077483
-0.0003134404354979345,-0.36032208782428615,-0.04179564926796657,0.22142611486318164,0.04210908971856868,0.13889597296110964,4092.97268075685
0.008731255328378328,-0.09037741799213281,0.04176964184979237,0.3495876579921531,-0.05050089716701532,-0.25921024000002313,12385.419327013275
-0.049541741341519896,0.32029679122908017,0.08531137078488735,-0.2634200327877554,-0.035769629424842915,-0.05687675844132704,5993.093473490463
-0.10542178590679856,-0.07312715449354767,0.1876877771223283,0.16158522130075184,-0.08226599119507096,-0.0884580668072027,5336.545502057333
-0.05492003466502927,0.11875776893553415,0.13632128152592402,-0.2943075508919632,-0.08140124684980785,0.17554978195642795,12422.676655385898
0.07241598409567343,-0.31935639293248075,0.0013456836514065332,0.259366538870854,-0.0737616677287962,0.059989854061628684,10582.841885540782
0.05317001105908797,-0.12934432861095918,0.15860762362968125,-0.05383257533652106,-0.2117776346817286,0.18317690394748495,2691.5989068986714
-0.18756605874709711,0.20772298701854458,-0.012777231688954994,-0.05320656348201649,0.2003432904538192,-0.1545164235365247,10271.562425314929
0.031676298638646,0.2394083429034638,-0.00391186012810134,-0.3625560358861917,-0.02776443849677837,0.12314769298273211,3688.7973129383054
0.04720320599228705,0.25377122389361817,-0.10521963668813307,-0.30208594509108827,0.05801643068991741,0.048314721197465056,15706.702956333469
-0.10619489712620482,0.015858683372039623,0.12263220592522352,0.22905807523524355,-0.01643730881350286,-0.24491675860729167,17079.505852789775
-0.11242925171625176,-0.02274442021306515,-0.0031348199815748427,0.2839112818075953,0.11556407171519739,-0.26116686159452907,9884.736747638555
-0.13922089868565468,-0.018751481209698717,0.05159987582952269,0.2636005507749197,0.08762102284274007,-0.24484906956522798,16931.22970714936
-0.229232553822078,-0.12462966562795741,0.06937564386450512,0.0800968771893478,0.15985690996132623,0.04453278843861124,1592.9095401812199
0.06920536298329688,-0.04120220629782586,0.179959324877874,0.026414988277271553,-0.24916468784353055,0.014787218020554042,10104.921802434079
-0.22106400805965806,-0.15310583102485156,0.043440601433899925,0.15535567222817176,0.17762340662893583,-0.002249841203317842,1305.7300877375621
0.26229331125604854,-0.08632208800471661,-0.23351812234276048,0.08339901383193404,-0.028775188891960228,0.002923074172783688,8562.446551947789
0.035296934071896734,0.03162140886986078,-0.09219041026661118,-0.30450766126192413,0.056893476198960784,0.27288625239206454,1930.6183132122512
