x,y,z,t_param,z_param
-5.9964866229611875,6.142925497232634,71.3688168000181,1.375533007053861,71.413620675033
5.736585749188283,-9.96919985675852,3.7056766308535747,1.8304867401632372,3.2291234069415067
-0.21032080114898913,-4.324194390413172,17.306131100786697,0.7501715622260173,17.222298978214802
2.339131463661841,7.118352291291415,87.89064903368664,1.2034988589477598,87.97100079537145
6.061144070160763,-1.1309227871286005,86.1958437511485,0.9701338362256695,86.47175754185803
4.2840681688036675,-3.5809634425066923,50.00172035718067,0.8885078921531967,50.09324931918917
6.564106362623211,1.4322068547797169,57.985324038200716,1.0293903170665064,58.14816493463452
-0.9766380465460437,7.8051779446948695,24.52434352587957,1.2683410905645716,24.488371286394692
-4.551213303574018,7.074553936855912,85.65519879073094,1.345151211346005,85.68819771415559
-9.24410169583074,-3.197440839041914,60.540970254194725,1.5582251010050354,60.279732569451596
-6.171194612430168,5.736206330117899,60.209935156109424,1.3787917716049423,60.01271956248855
1.9727028459703937,-11.194926157029009,1.2820967356291824,1.7778292505951392,0.9993000032930577
6.331106740460163,2.046357223624431,76.71697607475592,1.056678374597276,76.76728648647236
11.819576886799538,5.214713264177363,70.17524190370773,2.0671761545864182,70.04935968121818
1.4790666368589362,-4.878937439762872,62.04968076693157,0.7910813897968892,61.64315972143261
0.4486111930443991,-10.660716922175117,66.76640835511988,1.7557012652676034,66.67036317176265
-5.942014990803292,6.367914965024497,13.976288525456756,1.3759572035506904,14.091518213853945
-8.266525929666711,-5.406276067024891,64.68270365487493,1.5880347426686274,64.68975475637849
5.87610435705484,-1.3080434987977227,8.367468967037007,0.9605804078928506,8.713656962388907
6.329922523822164,1.9169343986278247,63.30115192233726,1.0471522336273182,63.625450323477075
11.339675288046385,-3.761377920714454,-0.06336063980593498,1.951116853013305,0.23686165129529146
4.138564509608766,13.007896525743238,69.7707652583287,2.2023923635790963,69.85852087143428
1.3085038940324416,7.579518896185513,44.32312526202688,1.2201362672388643,44.24014663033855
2.2716830873492175,-11.33158311465701,18.552422481912654,1.7884839235039711,18.394817966807835
11.712473341789702,5.20905760307048,65.70224866397126,2.0645837284440574,65.63219530008557
11.049358898415745,7.185782144318125,28.494174338310362,2.091909995255771,28.408871860484474
3.7293851012015202,-3.8095043452944393,79.6287776283073,0.8775663170546668,79.54358309977606
1.9870377554907348,-4.604137499898111,16.184643135760112,0.8085821748493236,16.22101727089998
6.350000256557778,0.22996780250787757,84.32691907061705,1.0047456293468533,84.46955888574227
11.875407954355229,5.369730581973977,87.29100083979665,2.0672137551441194,87.36751332478454
4.537068336179783,-3.1512698209148837,27.289694984527717,0.8975202507495752,27.403671964709773
-5.917916095430665,5.909056076610198,77.75002384600593,1.3816614375075782,77.62377597338708
5.512040037371958,12.739775301017621,75.67217021136179,2.186834295225753,75.79612069803089
-9.298588082096124,-2.8570668350906314,38.31091950251267,1.5497479274595256,38.21514390851425
2.1000048331646495,-10.577398482837054,32.672724301958944,1.78781567092571,32.73159670675063
1.1581069455288449,7.6960658675595095,25.270118725406558,1.2232734465090944,25.419372591154048
2.1751354487069885,-11.165950816111414,89.37629880999694,1.7797513915223755,89.39131060189911
12.575821056463461,0.3450218059546799,23.150105956128716,2.0019385078460594,23.01759242567097
0.7789539410064087,-5.231637559848249,82.7035269204558,0.7774324160162878,82.860803798321
8.42870385881646,-8.170305530308287,38.3430897760736,1.8752164724174512,38.55016923837503
1.4986985188184356,13.901704980378774,84.48314631047809,2.233291633359742,84.18843111072678
8.420160556964392,-8.376235498667764,75.10359785601082,1.872248481569759,75.49603507783645
3.473730025263411,6.376769422481219,14.03096425177925,1.1706659880966077,14.019959305396155
10.830609292945665,-4.664671036191572,51.9986499378011,1.9339189926772327,51.685501891579484
4.65515266301,-3.250509823668419,60.53437005689324,0.904839009866463,60.615271321711745
-7.878351428774774,4.333155543450444,36.830752479711364,1.4218402892638577,36.52383653991406
10.083676251459593,8.647680776918639,0.7201436510715181,2.1128932546396433,0.438934003400393
2.5011533137436657,7.161492640851336,29.481072804997403,1.1904212225605193,29.279819679206437
3.2222429173986398,6.627126865800181,75.62904574973342,1.1816630078795232,75.50504531759238
