x,y,z,param_t,param_z,dc1,dc2,dc3,dc4,dc5,dc6,dc7,dc8,dc9,dc10,dc11,dc12,dc13,dc14,dc15,dc16,dc17,dc18,dc19,dc20
-5.9964866229611875,6.142925497232634,71.3688168000181,1.375533007053861,71.413620675033,-0.4563723957111385,-0.7795754207751062,-1.1424505428915583,0.03899206996656809,0.2542990827210539,-0.25257663438478184,-0.6483222204372575,-0.06267170514778037,-0.2621428661573665,0.3167055534633053,-0.3117560250242236,-0.2516839217790746,0.15260773565022032,-0.0806659800337654,-0.8915275699486036,0.16099172297024145,-1.1621333636781332,-0.4274657580440791,0.35002682072635966,1.2708350214187634
5.736585749188283,-9.96919985675852,3.7056766308535747,1.8304867401632372,3.2291234069415067,1.3815991458622112,1.9331290977413278,-0.7782490612135917,1.0376945827263584,1.9780438918127994,0.9893308699786395,-0.6103755639943106,1.0732935811025828,1.3926871460385595,-2.795931728990482,-1.2579832030257792,-2.407546773301663,2.531409886262872,-0.7123431474875186,0.3922924526894925,-0.3438771588294473,0.5321406231241821,-1.3246479805520397,1.0394253058094258,-0.1631584373011693
-0.21032080114898913,-4.324194390413172,17.306131100786697,0.7501715622260173,17.222298978214802,-0.8329410785119816,0.7557021368004615,1.3017617981928549,-0.2800995640781136,-0.00210768512657989,-1.3787326282183976,0.036513033548304936,0.2986960191027093,-1.021827159178559,-0.41271351690071684,-0.2856785266407928,-0.4705530158280615,0.2977595856988173,-0.01628627472990913,0.13270385488615946,-0.5022354067625909,0.14878089103567282,-0.7466302663821647,0.03144538360632026,0.2794423546378516
2.339131463661841,7.118352291291415,87.89064903368664,1.2034988589477598,87.97100079537145,-0.6561583855251406,-0.769612666075672,-1.5417360386253904,-0.831058407266231,0.6167491904900375,0.031058936645758525,-2.0468455698976364,0.319788923195722,-1.2939239968083138,0.37242365811061046,0.11662402526244943,-0.3294587116145867,0.03450474252314088,-0.07480034484848101,0.6338619141577191,1.184353766368704,0.9270920816609411,-0.5637324877318496,-0.470616800102623,-0.13012912739966778
6.061144070160763,-1.1309227871286005,86.1958437511485,0.9701338362256695,86.47175754185803,-0.6961567831625256,-0.7448837761610185,-1.582577963367589,-1.0193312480179195,0.6563169708874651,0.1403459486651957,-2.2291861363553815,0.4022154844781431,-1.4531187058000226,0.3579434177251559,0.2439310172564326,-0.3113975549656178,0.01566644797747088,-0.15625819269790242,0.9663251586884893,1.2904866378716453,1.6303249115880092,-0.40495328734371183,-0.5389021803510582,-0.6434530343607705
4.2840681688036675,-3.5809634425066923,50.00172035718067,0.8885078921531967,50.09324931918917,-0.7781777469250377,-0.05261220945964657,-0.3013205636669755,-0.9115166191521037,-0.10838845033725393,0.45689780566412214,1.0150000755092408,0.013744219778189909,1.0475488221589706,-0.6961723802765662,0.1814027285925776,0.5512922738527194,-0.1884886427854792,0.2945474314494895,0.23474807987941135,-0.98639538107479,-0.12178899395978302,0.27614732167255857,-0.24196270659953947,-0.3176161913041441
6.564106362623211,1.4322068547797169,57.985324038200716,1.0293903170665064,58.14816493463452,-0.7378223006279532,-0.2735939572482769,-0.685079210209014,-0.9000248626253108,0.031472611833238316,0.48686748873831404,0.43519583567159925,0.05443389204571757,0.6997040721290371,-0.4598584460371555,0.1718176538001557,0.4502136719307157,-0.10730253210596967,0.054808144521872305,-0.2812224054233556,-1.3735180661874025,-0.659900583719201,0.7838842284337704,0.43650260746937936,-0.14542187275320623
-0.9766380465460437,7.8051779446948695,24.52434352587957,1.2683410905645716,24.488371286394692,-0.6758948130626833,0.6420126028735741,0.886245381038391,-0.029929289294688573,-0.07480606894525892,-0.24073019687132158,0.16502872510341846,-0.07957458757198071,0.11538487720843629,0.21216592740772341,0.06183822442932659,0.030517947980667492,-0.2563752695569134,0.311958660060297,0.8173759193102773,1.7375253159236936,0.147314176260238,-0.004502607699358249,0.0018120117858728875,0.7322275286609113
-4.551213303574018,7.074553936855912,85.65519879073094,1.345151211346005,85.68819771415559,-0.5610909657403218,-0.8222383976750759,-1.4300184577312276,-0.39586731863012686,0.5181372219874216,-0.22131801179720767,-1.5891594175251793,0.13362245829920294,-0.8917347933437754,0.3619704265394797,-0.14157662907829432,-0.32744655758729174,0.04991075380583176,0.13079871138394397,0.027039919477401465,0.8690398919722205,-0.41534177169439324,-0.7938040613770556,-0.3767180427444626,0.6641872752949108
-9.24410169583074,-3.197440839041914,60.540970254194725,1.5582251010050354,60.279732569451596,-0.14593920011102687,-0.753481441341023,-0.623894097563106,0.9838683131793182,-0.29133420391857767,-0.15613529897857192,0.5933581571754235,-0.24491012288813632,0.004647096942997865,0.6797627424537882,-0.5052554568565669,-0.47998232351753867,0.5857484415042797,-1.1728427975938678,-2.131680478392835,0.31667329950797773,-0.3097162272330259,-0.2778020097471455,1.368420651509202,2.264086840715755
-6.171194612430168,5.736206330117899,60.209935156109424,1.3787917716049423,60.01271956248855,-0.45343895465524064,-0.48495261979927884,-0.6963209531485908,0.11370503875720063,-0.18224847733330474,0.3417319962990755,0.5274635236140575,-0.19539632112184704,0.15644038163432897,0.5411071442929731,-0.3241457877809398,-0.42023726387755567,0.4410824693900194,-0.9071173080607781,-2.027828572503667,0.14879351433776494,-0.7374507016336154,-0.042277866293023186,1.2691039974398852,1.3627314776318626
1.9727028459703937,-11.194926157029009,1.2820967356291824,1.7778292505951392,0.9993000032930577,1.2781180960760778,1.9767367782943641,-0.6544611680624831,1.3888465496767286,2.4050354344340534,1.3886558271389873,-1.3340677817563449,1.359872709527626,2.8247693820427404,-4.209227459795577,-1.8917870611647838,-3.963422939266758,5.257426942721553,-1.9331814162752952,0.24085922130006202,-2.2033715178138693,3.848283533296385,-8.94344074972753,3.591395236190642,-0.8275565086349382
6.331106740460163,2.046357223624431,76.71697607475592,1.056678374597276,76.76728648647236,-0.6763449054249681,-0.6621827329241687,-1.356194025303813,-0.8617527560454804,0.4702167648046321,0.16444881318434224,-1.3945520349270095,0.2515813665188241,-0.7171056650125394,0.12104941919477931,0.13548240778444484,-0.06287647986445444,-0.0040577648221384,-0.06642787039950906,0.19228383932719395,0.03587280660313911,0.10253665139731735,0.1109841834426337,0.09228473941761611,0.02503506033147845
11.819576886799538,5.214713264177363,70.17524190370773,2.0671761545864182,70.04935968121818,1.8054262326319868,-1.8857952237937412,1.820470979013083,-0.9126679941807558,1.1777437623213318,0.5534422266971128,0.02333764115834938,0.3144441557223829,0.06525213589038972,-0.29518867573946905,0.06040351380362889,-0.7464663761647449,-2.4488641595625693,-2.604971954464018,0.7675563007656693,-0.14981295456816582,-0.8871168990135155,-0.5688514264164661,-0.6141603668824978,0.8075902266086636
1.4790666368589362,-4.878937439762872,62.04968076693157,0.7910813897968892,61.64315972143261,-0.75815735169735,-0.3210526955688384,-0.8056861866031821,-1.0249805970787342,0.1182618170268013,0.48074838454804963,0.16742879610824146,0.1218927549614116,0.5851059729153895,-0.5290358588670422,0.24702818370028506,0.5346051234697915,-0.15745990184726633,0.11935923859427269,-0.0781114990687434,-1.728262302429521,-0.6626791960191132,1.0348941146723254,0.4548678396049948,-0.31144432499714186
